customer_id,full_name,email,phone,city,created_at,created_at_clean,error_reason,order_id,product_id,quantity,unit_price,currency,order_timestamp,status,order_timestamp_clean,payment_id,payment_method,amount,payment_timestamp,amount_clean,payment_timestamp_clean,event_id,event_type,event_timestamp,event_timestamp_clean,product_name,category,price,is_active,price_clean
672,Дарья Георгиевна Петрова,kostinaekaterina@gmail.com,8 (906) 650-32-30,с. Тимашевск,32.13.2024,,Invalid created_at date,,,,,,,,,,,,,,,,,,,,,,,
698,Сократ Владиславович Мельников,mishinignati@general.edu,,п. Качканар,32.13.2024,,Invalid created_at date,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,10.0,326,5.0,411.82,RUB,2026-01-21 03:56:04,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,24.0,621,3.0,464.03,USD,2025-04-27 12:35:46,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,25.0,118,2.0,115.99,EUR,2025-06-22 20:48:51,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,44.0,447,1.0,77.98,EUR,2026-04-29 18:48:16,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,73.0,366,2.0,333.09,USD,2024-11-17 05:26:37,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,77.0,444,3.0,418.74,USD,2024-06-07 11:41:29,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,149.0,455,3.0,419.64,USD,2025-12-23 08:43:40,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,154.0,264,1.0,476.33,EUR,2025-10-07 08:23:37,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,159.0,27,3.0,465.85,RUB,2024-09-12 20:13:58,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,192.0,241,5.0,196.34,RUB,2026-02-22 20:57:33,processing,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,207.0,277,4.0,331.09,USD,2026-04-16 19:33:10,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,250.0,4,5.0,210.53,RUB,2024-05-26 13:31:05,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,282.0,311,4.0,217.0,USD,2025-12-30 22:03:00,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,292.0,81,1.0,197.14,RUB,2026-01-27 07:05:31,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,297.0,6,2.0,342.32,EUR,2025-11-17 22:02:44,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,298.0,614,2.0,144.64,EUR,2024-08-20 10:16:22,processing,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,401.0,416,3.0,102.0,RUB,2025-06-11 00:17:34,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,430.0,30,1.0,153.22,EUR,2024-10-30 04:04:52,processing,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,471.0,606,4.0,407.34,RUB,2026-02-03 22:33:35,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,486.0,73,2.0,334.85,USD,2024-07-23 07:40:02,processing,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,493.0,180,2.0,177.26,EUR,2025-99-99,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,500.0,396,4.0,469.23,RUB,2025-01-03 19:25:25,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,511.0,577,5.0,336.83,EUR,2026-03-08 08:04:01,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,539.0,590,2.0,139.0,RUB,2024-10-02 23:24:52,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,568.0,152,4.0,48.57,EUR,2024-08-27 03:47:47,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,595.0,571,2.0,233.07,RUB,2025-06-11 09:31:40,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,596.0,221,1.0,368.4,USD,2025-01-31 05:29:22,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,620.0,95,1.0,242.69,RUB,2024-12-25 10:46:33,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,625.0,301,5.0,250.64,EUR,2025-10-13 06:44:24,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,641.0,231,3.0,201.48,RUB,2025-09-11 08:52:23,processing,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,681.0,104,5.0,359.14,USD,2024-11-20 17:23:00,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,704.0,199,2.0,105.3,RUB,2025-03-09 19:48:46,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,727.0,130,1.0,82.36,EUR,2024-07-02 05:57:50,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,730.0,33,2.0,179.09,USD,2026-04-29 02:53:32,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,744.0,53,3.0,386.76,RUB,2024-07-31 08:56:37,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,774.0,193,3.0,292.58,RUB,2024-07-15 12:55:30,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,785.0,470,1.0,392.88,USD,2025-02-13 05:04:03,processing,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,811.0,112,5.0,95.8,EUR,2025-11-28 09:55:27,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,821.0,92,2.0,78.46,USD,2025-02-07 07:49:49,processing,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,824.0,600,1.0,50.98,USD,2025-07-15 15:29:35,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,830.0,3,1.0,31.63,USD,2025-09-27 00:26:44,processing,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,834.0,247,4.0,35.99,USD,2025-08-09 17:34:11,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,882.0,180,3.0,289.05,USD,2024-07-16 14:09:01,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,932.0,629,3.0,196.42,USD,2025-09-14 16:16:30,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,936.0,276,2.0,190.65,RUB,2026-02-18 17:46:11,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,1037.0,305,5.0,28.57,RUB,2025-04-20 09:43:45,processing,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,1063.0,365,1.0,199.11,USD,2026-01-01 14:28:01,processing,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,1105.0,293,3.0,159.7,EUR,2025-03-24 15:30:55,processing,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,1110.0,174,5.0,274.06,RUB,2025-01-08 12:53:21,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,1114.0,406,1.0,262.2,RUB,2024-11-21 02:01:19,cancelled,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,1127.0,17,2.0,122.71,USD,2026-03-07 00:44:43,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,1165.0,89,3.0,453.96,RUB,2024-06-19 18:38:58,processing,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,1179.0,615,3.0,368.0,RUB,2025-11-02 19:11:51,completed,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,1196.0,397,5.0,38.81,RUB,2026-03-09 12:42:55,processing,,,,,,,,,,,,,,,,
,,,,,,,Missing customer_id,10.0,326,5.0,411.82,RUB,2026-01-21 03:56:04,cancelled,,,,,,,,,,,,,,,,
380.0,,,,,,,Invalid order_timestamp,1.0,512,3.0,256.02,USD,2025-99-99,processing,,,,,,,,,,,,,,,,
486.0,,,,,,,Invalid order_timestamp,67.0,10,3.0,441.82,USD,2025-99-99,processing,,,,,,,,,,,,,,,,
622.0,,,,,,,Invalid order_timestamp,113.0,461,2.0,167.37,RUB,2025-99-99,cancelled,,,,,,,,,,,,,,,,
465.0,,,,,,,Invalid order_timestamp,140.0,394,1.0,142.45,RUB,2025-99-99,cancelled,,,,,,,,,,,,,,,,
244.0,,,,,,,Invalid order_timestamp,147.0,556,3.0,51.91,USD,2025-99-99,cancelled,,,,,,,,,,,,,,,,
741.0,,,,,,,Invalid order_timestamp,191.0,214,1.0,250.44,RUB,2025-99-99,processing,,,,,,,,,,,,,,,,
133.0,,,,,,,Invalid order_timestamp,202.0,342,1.0,403.18,USD,2025-99-99,cancelled,,,,,,,,,,,,,,,,
436.0,,,,,,,Invalid order_timestamp,210.0,271,3.0,234.86,USD,2025-99-99,processing,,,,,,,,,,,,,,,,
485.0,,,,,,,Invalid order_timestamp,233.0,630,2.0,494.65,USD,2025-99-99,completed,,,,,,,,,,,,,,,,
406.0,,,,,,,Invalid order_timestamp,270.0,309,2.0,108.2,USD,2025-99-99,cancelled,,,,,,,,,,,,,,,,
415.0,,,,,,,Invalid order_timestamp,281.0,394,3.0,73.08,RUB,2025-99-99,processing,,,,,,,,,,,,,,,,
488.0,,,,,,,Invalid order_timestamp,301.0,156,3.0,166.62,EUR,2025-99-99,cancelled,,,,,,,,,,,,,,,,
619.0,,,,,,,Invalid order_timestamp,366.0,406,1.0,324.7,EUR,2025-99-99,cancelled,,,,,,,,,,,,,,,,
618.0,,,,,,,Invalid order_timestamp,394.0,132,4.0,240.05,EUR,2025-99-99,cancelled,,,,,,,,,,,,,,,,
203.0,,,,,,,Invalid order_timestamp,400.0,166,1.0,419.34,USD,2025-99-99,cancelled,,,,,,,,,,,,,,,,
153.0,,,,,,,Invalid order_timestamp,550.0,223,2.0,84.01,USD,2025-99-99,completed,,,,,,,,,,,,,,,,
236.0,,,,,,,Invalid order_timestamp,581.0,522,1.0,294.98,EUR,2025-99-99,completed,,,,,,,,,,,,,,,,
635.0,,,,,,,Invalid order_timestamp,591.0,456,3.0,465.78,EUR,2025-99-99,cancelled,,,,,,,,,,,,,,,,
408.0,,,,,,,Invalid order_timestamp,597.0,423,4.0,221.92,EUR,2025-99-99,completed,,,,,,,,,,,,,,,,
367.0,,,,,,,Invalid order_timestamp,616.0,384,5.0,157.11,EUR,2025-99-99,completed,,,,,,,,,,,,,,,,
629.0,,,,,,,Invalid order_timestamp,623.0,29,2.0,300.78,RUB,2025-99-99,processing,,,,,,,,,,,,,,,,
226.0,,,,,,,Invalid order_timestamp,666.0,396,3.0,223.24,RUB,2025-99-99,cancelled,,,,,,,,,,,,,,,,
354.0,,,,,,,Invalid order_timestamp,674.0,92,4.0,364.85,EUR,2025-99-99,cancelled,,,,,,,,,,,,,,,,
461.0,,,,,,,Invalid order_timestamp,743.0,549,1.0,479.73,EUR,2025-99-99,processing,,,,,,,,,,,,,,,,
4.0,,,,,,,Invalid order_timestamp,794.0,2,5.0,215.67,EUR,2025-99-99,cancelled,,,,,,,,,,,,,,,,
312.0,,,,,,,Invalid order_timestamp,873.0,351,5.0,492.72,USD,2025-99-99,cancelled,,,,,,,,,,,,,,,,
439.0,,,,,,,Invalid order_timestamp,962.0,160,1.0,442.42,USD,2025-99-99,cancelled,,,,,,,,,,,,,,,,
117.0,,,,,,,Invalid order_timestamp,1028.0,545,5.0,223.2,EUR,2025-99-99,processing,,,,,,,,,,,,,,,,
677.0,,,,,,,Invalid order_timestamp,1046.0,86,3.0,56.59,RUB,2025-99-99,completed,,,,,,,,,,,,,,,,
487.0,,,,,,,Invalid order_timestamp,1111.0,622,5.0,39.78,USD,2025-99-99,cancelled,,,,,,,,,,,,,,,,
276.0,,,,,,,Invalid order_timestamp,1137.0,89,4.0,458.91,EUR,2025-99-99,processing,,,,,,,,,,,,,,,,
589.0,,,,,,,Invalid order_timestamp,1162.0,89,2.0,423.48,USD,2025-99-99,cancelled,,,,,,,,,,,,,,,,
616.0,,,,,,,Invalid order_timestamp,1181.0,456,3.0,404.67,RUB,2025-99-99,processing,,,,,,,,,,,,,,,,
380.0,,,,,,,Invalid order_timestamp,1.0,512,3.0,256.02,USD,2025-99-99,processing,,,,,,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),778.0,,,,EUR,,,,1.0,bank_transfer,error_amount,2025-04-14 23:23:52,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),239.0,,,,EUR,,,,7.0,card,error_amount,2026-01-01 19:45:57,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),187.0,,,,USD,,,,14.0,bank_transfer,error_amount,2026-04-22 23:43:11,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),832.0,,,,EUR,,,,42.0,bank_transfer,error_amount,2025-11-06 01:02:23,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),188.0,,,,RUB,,,,117.0,Unknown,error_amount,2025-03-09 23:15:50,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),226.0,,,,RUB,,,,141.0,paypal,error_amount,2025-04-25 04:13:36,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),291.0,,,,RUB,,,,179.0,Unknown,error_amount,2025-05-17 15:12:18,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),818.0,,,,RUB,,,,213.0,bank_transfer,error_amount,2024-05-27 10:00:18,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),225.0,,,,EUR,,,,225.0,bank_transfer,error_amount,2025-08-31 18:13:59,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),94.0,,,,USD,,,,232.0,bank_transfer,error_amount,2024-07-11 14:46:17,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),669.0,,,,EUR,,,,240.0,paypal,error_amount,2024-11-25 16:21:53,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),281.0,,,,EUR,,,,296.0,bank_transfer,error_amount,2026-01-01 13:04:22,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),605.0,,,,RUB,,,,359.0,paypal,error_amount,2025-05-04 22:33:29,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),447.0,,,,USD,,,,422.0,card,error_amount,2024-09-21 15:00:18,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),731.0,,,,EUR,,,,500.0,card,error_amount,2025-06-17 10:28:20,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),891.0,,,,USD,,,,563.0,bank_transfer,error_amount,2025-02-16 16:18:19,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),212.0,,,,RUB,,,,565.0,paypal,error_amount,2024-06-29 18:26:48,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),702.0,,,,RUB,,,,610.0,card,error_amount,2026-03-29 04:34:03,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),1040.0,,,,RUB,,,,682.0,bank_transfer,error_amount,2024-08-08 22:23:10,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),935.0,,,,RUB,,,,686.0,card,error_amount,2025-12-08 05:46:51,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),26.0,,,,EUR,,,,744.0,bank_transfer,error_amount,2025-08-27 03:25:32,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),1138.0,,,,USD,,,,768.0,Unknown,error_amount,2025-07-01 23:54:52,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),387.0,,,,USD,,,,808.0,paypal,error_amount,2025-11-13 02:52:25,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),923.0,,,,RUB,,,,834.0,Unknown,error_amount,2025-02-21 11:47:36,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),398.0,,,,RUB,,,,856.0,card,error_amount,2024-09-04 10:47:33,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),136.0,,,,RUB,,,,860.0,Unknown,error_amount,2024-06-10 06:57:55,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),457.0,,,,RUB,,,,865.0,bank_transfer,error_amount,2026-01-21 09:27:18,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),640.0,,,,USD,,,,870.0,paypal,error_amount,2024-08-07 03:26:23,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),331.0,,,,USD,,,,928.0,paypal,error_amount,13/45/2025,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),808.0,,,,EUR,,,,937.0,paypal,error_amount,2024-10-09 15:58:16,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),500.0,,,,EUR,,,,957.0,Unknown,error_amount,2025-10-31 13:34:40,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),379.0,,,,USD,,,,966.0,paypal,error_amount,2025-09-15 15:53:01,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),778.0,,,,EUR,,,,1.0,bank_transfer,error_amount,2025-04-14 23:23:52,,,,,,,,,,,
,,,,,,,Invalid amount (error_amount),239.0,,,,EUR,,,,7.0,card,error_amount,2026-01-01 19:45:57,,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,290.0,,,,EUR,,,,12.0,Unknown,2416.24,13/45/2025,2416.24,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,388.0,,,,RUB,,,,15.0,Unknown,692.44,13/45/2025,692.44,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,566.0,,,,USD,,,,68.0,paypal,356.27,13/45/2025,356.27,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,1276.0,,,,USD,,,,120.0,Unknown,1315.1,13/45/2025,1315.1,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,1170.0,,,,USD,,,,152.0,Unknown,762.55,13/45/2025,762.55,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,952.0,,,,USD,,,,207.0,card,1805.68,13/45/2025,1805.68,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,1091.0,,,,RUB,,,,344.0,paypal,738.57,13/45/2025,738.57,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,1058.0,,,,USD,,,,424.0,card,733.03,13/45/2025,733.03,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,1188.0,,,,EUR,,,,425.0,card,771.33,13/45/2025,771.33,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,690.0,,,,RUB,,,,428.0,bank_transfer,2154.76,13/45/2025,2154.76,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,1023.0,,,,RUB,,,,456.0,paypal,1873.68,13/45/2025,1873.68,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,610.0,,,,USD,,,,482.0,Unknown,2426.61,13/45/2025,2426.61,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,405.0,,,,USD,,,,503.0,bank_transfer,236.64,13/45/2025,236.64,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,35.0,,,,EUR,,,,511.0,card,943.38,13/45/2025,943.38,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,1112.0,,,,EUR,,,,594.0,Unknown,557.39,13/45/2025,557.39,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,602.0,,,,EUR,,,,694.0,paypal,1142.63,13/45/2025,1142.63,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,998.0,,,,USD,,,,904.0,Unknown,1028.19,13/45/2025,1028.19,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,972.0,,,,RUB,,,,941.0,Unknown,1474.9,13/45/2025,1474.9,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,877.0,,,,USD,,,,964.0,paypal,1934.1,13/45/2025,1934.1,,,,,,,,,,
,,,,,,,Invalid payment_timestamp,290.0,,,,EUR,,,,12.0,Unknown,2416.24,13/45/2025,2416.24,,,,,,,,,,
,,,,,,,Invalid event_id or customer_id,,,,,,,,,,,,,,,BAD_ID,purchase,,,,,,,
111,,,,,,,Invalid event_timestamp (broken),,411,,,,,,,,,,,,,16,logout,broken-date,,,,,,
606,,,,,,,Invalid event_timestamp (broken),,95,,,,,,,,,,,,,73,view,broken-date,,,,,,
161,,,,,,,Invalid event_timestamp (broken),,90,,,,,,,,,,,,,120,click,broken-date,,,,,,
561,,,,,,,Invalid event_timestamp (broken),,645,,,,,,,,,,,,,146,login,broken-date,,,,,,
320,,,,,,,Invalid event_timestamp (broken),,251,,,,,,,,,,,,,152,view,broken-date,,,,,,
500,,,,,,,Invalid event_timestamp (broken),,202,,,,,,,,,,,,,185,login,broken-date,,,,,,
999999,,,,,,,Invalid event_timestamp (broken),,528,,,,,,,,,,,,,225,click,broken-date,,,,,,
200,,,,,,,Invalid event_timestamp (broken),,630,,,,,,,,,,,,,245,purchase,broken-date,,,,,,
706,,,,,,,Invalid event_timestamp (broken),,401,,,,,,,,,,,,,267,click,broken-date,,,,,,
18,,,,,,,Invalid event_timestamp (broken),,347,,,,,,,,,,,,,269,logout,broken-date,,,,,,
571,,,,,,,Invalid event_timestamp (broken),,31,,,,,,,,,,,,,305,logout,broken-date,,,,,,
485,,,,,,,Invalid event_timestamp (broken),,521,,,,,,,,,,,,,338,login,broken-date,,,,,,
999999,,,,,,,Invalid event_timestamp (broken),,387,,,,,,,,,,,,,401,click,broken-date,,,,,,
252,,,,,,,Invalid event_timestamp (broken),,523,,,,,,,,,,,,,417,logout,broken-date,,,,,,
107,,,,,,,Invalid event_timestamp (broken),,381,,,,,,,,,,,,,423,login,broken-date,,,,,,
507,,,,,,,Invalid event_timestamp (broken),,114,,,,,,,,,,,,,437,click,broken-date,,,,,,
387,,,,,,,Invalid event_timestamp (broken),,285,,,,,,,,,,,,,444,click,broken-date,,,,,,
492,,,,,,,Invalid event_timestamp (broken),,550,,,,,,,,,,,,,452,click,broken-date,,,,,,
251,,,,,,,Invalid event_timestamp (broken),,616,,,,,,,,,,,,,505,purchase,broken-date,,,,,,
345,,,,,,,Invalid event_timestamp (broken),,590,,,,,,,,,,,,,508,purchase,broken-date,,,,,,
395,,,,,,,Invalid event_timestamp (broken),,205,,,,,,,,,,,,,513,view,broken-date,,,,,,
451,,,,,,,Invalid event_timestamp (broken),,221,,,,,,,,,,,,,543,view,broken-date,,,,,,
20,,,,,,,Invalid event_timestamp (broken),,82,,,,,,,,,,,,,561,view,broken-date,,,,,,
999999,,,,,,,Invalid event_timestamp (broken),,492,,,,,,,,,,,,,581,click,broken-date,,,,,,
719,,,,,,,Invalid event_timestamp (broken),,185,,,,,,,,,,,,,604,click,broken-date,,,,,,
376,,,,,,,Invalid event_timestamp (broken),,364,,,,,,,,,,,,,617,click,broken-date,,,,,,
633,,,,,,,Invalid event_timestamp (broken),,108,,,,,,,,,,,,,644,view,broken-date,,,,,,
350,,,,,,,Invalid event_timestamp (broken),,86,,,,,,,,,,,,,665,logout,broken-date,,,,,,
82,,,,,,,Invalid event_timestamp (broken),,522,,,,,,,,,,,,,675,logout,broken-date,,,,,,
542,,,,,,,Invalid event_timestamp (broken),,445,,,,,,,,,,,,,862,login,broken-date,,,,,,
362,,,,,,,Invalid event_timestamp (broken),,173,,,,,,,,,,,,,951,logout,broken-date,,,,,,
701,,,,,,,Invalid event_timestamp (broken),,328,,,,,,,,,,,,,962,logout,broken-date,,,,,,
721,,,,,,,Invalid event_timestamp (broken),,205,,,,,,,,,,,,,1019,click,broken-date,,,,,,
470,,,,,,,Invalid event_timestamp (broken),,108,,,,,,,,,,,,,1067,view,broken-date,,,,,,
999999,,,,,,,Invalid event_timestamp (broken),,288,,,,,,,,,,,,,1081,purchase,broken-date,,,,,,
662,,,,,,,Invalid event_timestamp (broken),,237,,,,,,,,,,,,,1115,login,broken-date,,,,,,
178,,,,,,,Invalid event_timestamp (broken),,83,,,,,,,,,,,,,1120,view,broken-date,,,,,,
999999,,,,,,,Invalid event_timestamp (broken),,576,,,,,,,,,,,,,1149,logout,broken-date,,,,,,
558,,,,,,,Invalid event_timestamp (broken),,137,,,,,,,,,,,,,1174,click,broken-date,,,,,,
401,,,,,,,Invalid event_timestamp (broken),,560,,,,,,,,,,,,,1193,login,broken-date,,,,,,
547,,,,,,,Invalid event_timestamp (broken),,608,,,,,,,,,,,,,1211,logout,broken-date,,,,,,
700,,,,,,,Invalid event_timestamp (broken),,584,,,,,,,,,,,,,1220,login,broken-date,,,,,,
53,,,,,,,Invalid event_timestamp (broken),,5,,,,,,,,,,,,,1235,logout,broken-date,,,,,,
508,,,,,,,Invalid event_timestamp (broken),,340,,,,,,,,,,,,,1362,click,broken-date,,,,,,
30,,,,,,,Invalid event_timestamp (broken),,495,,,,,,,,,,,,,1412,click,broken-date,,,,,,
203,,,,,,,Invalid event_timestamp (broken),,461,,,,,,,,,,,,,1443,login,broken-date,,,,,,
584,,,,,,,Invalid event_timestamp (broken),,351,,,,,,,,,,,,,1448,purchase,broken-date,,,,,,
158,,,,,,,Invalid event_timestamp (broken),,567,,,,,,,,,,,,,1469,login,broken-date,,,,,,
119,,,,,,,Invalid event_timestamp (broken),,170,,,,,,,,,,,,,1475,click,broken-date,,,,,,
62,,,,,,,Invalid event_timestamp (broken),,354,,,,,,,,,,,,,1498,login,broken-date,,,,,,
